customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,ServicesAdopted,HasInternet,TenureNorm,ServicesNorm,ContractScore,AutoPay,PaperlessScore,EngagementScore,ChargeToServiceRatio,ChargeRiskNorm,LowTenureRisk,MonthToMonthRisk,EcheckRisk,FiberNoSecurityRisk,UnanchoredRisk,RiskScore
1771-OADNZ,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,2745.2,Yes,1,5,1,0.4027777777777778,0.625,0.0,0,1,37.84722222222222,15.983333333333334,0.29265437518290904,0.5972222222222222,1,1,1,0,71.33426007218807
0487-CRLZF,Female,0,No,No,49,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.45,3721.9,No,0,5,1,0.6805555555555556,0.625,1.0,1,1,77.56944444444444,12.408333333333333,0.16710564822944105,0.3194444444444444,0,0,0,1,18.895473612330505
2107-FBPTK,Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,3121.1,No,0,6,1,0.4166666666666667,0.75,0.0,0,1,42.083333333333336,14.87142857142857,0.2536059199799322,0.5833333333333333,1,1,1,1,80.47075546636565
9451-WLYRI,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.05,990.45,No,0,1,0,0.7361111111111112,0.125,0.5,1,0,49.51388888888889,9.525,0.06584723441615455,0.26388888888888884,0,0,0,0,6.265486294020095
8219-VYBVI,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1004.35,No,0,2,0,0.5416666666666666,0.25,1.0,0,0,46.45833333333333,8.333333333333334,0.023997658764998576,0.45833333333333337,0,0,0,0,9.526631548141646
1991-VOPLL,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,157.65,No,0,1,0,0.125,0.125,0.0,0,0,8.124999999999998,9.525,0.06584723441615455,0.875,1,0,0,1,53.48770851624233
9738-QLWTP,Male,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,81.9,3219.75,No,0,3,1,0.5416666666666666,0.375,0.5,0,0,40.20833333333332,20.475,0.45039508340649703,0.45833333333333337,0,1,0,1,35.92259291776412
1016-DJTSV,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,572.85,No,0,1,1,0.1111111111111111,0.125,0.0,0,1,12.63888888888889,34.85,0.955223880597015,0.8888888888888888,1,1,1,1,97.106135986733
9419-IPPBE,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.15,4554.85,No,0,4,1,0.7083333333333334,0.5,0.5,0,1,54.79166666666667,18.03,0.3645302897278315,0.29166666666666663,0,1,1,0,41.301287679250805
0174-QRVVY,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.35,1847.55,No,0,2,0,0.9861111111111112,0.25,1.0,1,0,72.01388888888889,8.450000000000001,0.028094820017559318,0.01388888888888884,0,0,0,0,0.6992000780411666
5699-BNCAS,Male,1,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.65,1766.75,No,0,2,0,0.9861111111111112,0.25,1.0,0,1,67.0138888888889,8.216666666666667,0.01990049751243783,0.01388888888888884,0,0,0,1,10.576285240464344
2900-PHPLN,Female,1,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1462.05,No,0,1,0,0.9722222222222222,0.125,1.0,1,1,72.77777777777777,9.775,0.07462686567164181,0.02777777777777779,0,0,0,0,1.674958540630183
0612-RTZZA,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,Yes,1,0,1,0.013888888888888888,0.0,0.0,0,0,0.48611111111111105,25.25,0.6180860403863038,0.9861111111111112,1,1,0,1,73.99351282801678
8106-GWQOK,Male,0,Yes,No,38,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.0,2193.2,No,0,5,1,0.5277777777777778,0.625,1.0,1,1,72.22222222222221,10.0,0.08252853380158034,0.4722222222222222,0,0,0,0,10.68237245146815
8751-EDEKA,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.9,2433.5,No,0,4,1,0.3888888888888889,0.5,0.0,1,0,38.61111111111111,17.98,0.36277436347673403,0.6111111111111112,1,0,1,0,62.66383767437323
6878-GGDWG,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,641.15,No,0,1,0,0.4444444444444444,0.125,0.0,1,0,29.30555555555555,9.7,0.0719929762949956,0.5555555555555556,1,0,0,0,37.19100575553605
4039-PIMHX,Male,1,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49.8,2398.4,No,0,2,1,0.6805555555555556,0.25,1.0,0,0,51.31944444444445,16.599999999999998,0.3143107989464442,0.3194444444444444,0,0,0,0,11.103550873085553
8450-LUGUK,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,861.85,No,0,2,0,0.5138888888888888,0.25,1.0,1,1,60.48611111111112,8.033333333333333,0.013462101258413827,0.48611111111111116,0,0,0,0,9.924153741098431
3604-WLABM,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583.0,No,0,3,1,0.1388888888888889,0.375,0.0,0,0,16.11111111111111,13.5625,0.20763827919227393,0.8611111111111112,1,1,0,1,65.33679641010633
0795-GMVQO,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),109.9,7332.4,No,0,7,1,0.9305555555555556,0.875,0.5,1,0,78.81944444444444,13.7375,0.21378402107111505,0.06944444444444442,0,0,0,0,4.595649204955614
2259-OUUSZ,Male,0,No,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),35.5,249.55,No,0,2,1,0.09722222222222222,0.25,0.5,1,1,35.90277777777778,11.833333333333334,0.14691249634182035,0.9027777777777778,0,0,0,1,30.25924300068287
1142-IHLOO,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),87.55,4475.9,No,0,3,1,0.7083333333333334,0.375,0.5,1,0,56.041666666666664,21.8875,0.5,0.29166666666666663,0,0,1,1,43.333333333333336
6410-LEFEN,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,416.45,Yes,1,1,1,0.125,0.125,0.0,0,0,8.124999999999998,22.575,0.52414398595259,0.875,1,1,0,1,70.36215978928885
4633-MKHYU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.4,788.6,No,0,3,1,0.125,0.375,0.0,0,1,20.625,22.1,0.5074626865671642,0.875,1,0,1,1,80.11194029850745
6257-RJOHI,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,No,0,2,1,0.05555555555555555,0.25,0.0,0,1,14.444444444444443,16.933333333333334,0.32601697395376067,0.9444444444444444,1,0,0,1,58.779143498195296
1545-JFUML,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.0,6994.6,No,0,6,1,0.9861111111111112,0.75,1.0,0,1,82.0138888888889,14.142857142857142,0.22801956603536935,0.01388888888888884,0,1,0,0,13.698071268308318
3194-ORPIK,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,Yes,1,3,1,0.6944444444444444,0.375,0.0,1,1,50.55555555555556,21.1,0.4723441615452152,0.3055555555555556,1,0,1,0,58.19627353428933
7826-VVKWT,Female,1,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.55,2263.45,No,0,4,1,0.3333333333333333,0.5,1.0,0,1,51.66666666666667,19.31,0.40948200175592625,0.6666666666666667,0,1,1,0,49.47556335967222
1353-GHZOS,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.75,1374.35,No,0,3,1,0.3055555555555556,0.375,0.5,1,1,46.944444444444436,14.9375,0.2559262510974539,0.6944444444444444,0,0,0,0,17.727782655350698
2587-EKXTS,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,No,0,7,1,0.6111111111111112,0.875,0.0,0,1,52.63888888888889,13.9375,0.22080772607550483,0.38888888888888884,1,1,0,1,56.08989366891035
5442-BXVND,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,No,0,2,0,0.4583333333333333,0.25,0.0,1,0,33.54166666666667,8.083333333333334,0.015218027509511307,0.5416666666666667,1,0,0,0,36.061603745976
8816-VXNZD,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,Yes,1,2,1,0.013888888888888888,0.25,0.0,0,1,12.986111111111109,25.03333333333333,0.6104770266315481,0.9861111111111112,1,1,1,1,93.87937762169545
9378-FXTIZ,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,Yes,1,4,1,0.75,0.5,0.5,1,1,66.25,14.030000000000001,0.22405618964003515,0.25,0,0,0,0,8.360842844600528
1723-HKXJQ,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,4273.45,Yes,1,5,1,0.5833333333333334,0.625,0.0,0,1,44.166666666666664,16.958333333333332,0.32689493707930933,0.41666666666666663,1,1,1,1,78.23675738952296
7825-GKXMW,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,Yes,1,1,1,0.013888888888888888,0.125,0.0,0,0,4.236111111111111,22.9,0.5355575065847235,0.9861111111111112,1,1,0,1,72.75558482099306
9753-OYLBX,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,No,0,1,0,0.013888888888888888,0.125,0.0,0,0,4.236111111111111,10.25,0.09130816505706761,0.9861111111111112,1,0,0,1,56.09184469807824
2364-UFROM,Male,0,No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,70.4,2044.75,No,0,5,1,0.4166666666666667,0.625,0.5,0,0,43.333333333333336,11.733333333333334,0.14340064383962545,0.5833333333333333,0,1,0,1,33.81767632426105
6656-JWRQX,Female,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,30.55,30.55,No,0,1,1,0.013888888888888888,0.125,0.0,0,0,4.236111111111111,15.275,0.2677787532923617,0.9861111111111112,1,0,0,1,58.738903521607654
6473-ULUHT,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.9,1398.25,No,0,7,1,0.2222222222222222,0.875,0.0,0,0,34.02777777777778,10.6125,0.10403863037752419,0.7777777777777778,1,1,0,0,52.116135011218425
1240-KNSEZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,Yes,1,1,0,0.013888888888888888,0.125,0.0,0,1,9.23611111111111,10.05,0.08428446005267783,0.9861111111111112,1,0,0,1,55.9864891230124
0836-SEYLU,Male,0,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,328.95,Yes,1,2,1,0.125,0.25,0.0,0,0,11.875,13.549999999999999,0.20719929762949954,0.875,1,0,0,0,45.6079894644425
4433-JCGCG,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4680.05,Yes,1,5,1,0.6388888888888888,0.625,0.0,0,1,46.11111111111111,16.833333333333332,0.3225051214515657,0.36111111111111116,1,1,1,0,67.05979904399571
3716-BDVDB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,Yes,1,1,1,0.013888888888888888,0.125,0.0,0,1,9.23611111111111,34.55,0.9446883230904302,0.9861111111111112,1,1,1,1,98.89254706857868
7688-AWMDX,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,3778.2,No,0,3,1,0.9861111111111112,0.375,1.0,1,0,75.76388888888889,13.625,0.20983318700614575,0.01388888888888884,0,0,0,0,3.425275582869963
2842-BCQGE,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.35,3161.4,No,0,2,1,0.5972222222222222,0.25,0.0,1,1,43.40277777777777,25.116666666666664,0.6134035703833771,0.4027777777777778,1,0,1,1,72.25660911130622
7244-QWYHG,Male,0,Yes,No,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,2188.45,No,0,3,1,0.6944444444444444,0.375,0.5,1,1,60.55555555555555,11.1125,0.12159789288849872,0.3055555555555556,0,0,0,0,7.935079504438593
5899-MQZZL,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,999.45,Yes,1,2,1,0.18055555555555555,0.25,0.0,0,1,18.819444444444443,25.0,0.6093064091308166,0.8194444444444444,1,0,1,1,80.52848502585114
6849-OYAMU,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.0,1888.65,Yes,1,5,1,0.2638888888888889,0.625,0.5,1,0,47.98611111111111,16.666666666666668,0.3166520339479076,0.7361111111111112,0,0,0,0,19.472002731440835
5312-UXESG,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.05,3990.6,No,0,5,1,0.5694444444444444,0.625,0.0,1,0,48.68055555555555,16.341666666666665,0.30523851331577406,0.4305555555555556,1,0,1,1,68.18968881084773
9488-HGMJH,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,Yes,1,1,1,0.013888888888888888,0.125,0.0,0,1,9.23611111111111,35.575,0.9806848112379281,0.9861111111111112,1,1,1,1,99.43249439079113
6038-GCYEC,Female,0,No,No,24,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.15,1240.25,Yes,1,4,1,0.3333333333333333,0.5,0.0,1,1,41.66666666666667,10.83,0.11167690956979809,0.6666666666666667,1,0,0,1,50.008486976880306
2150-WLKUW,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),63.9,2635.0,No,0,4,1,0.5555555555555556,0.5,0.5,1,0,54.44444444444444,12.78,0.18015803336259875,0.4444444444444444,0,0,0,0,11.59125938932787
7159-FVYPK,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.15,235.0,No,0,5,1,0.041666666666666664,0.625,0.0,1,1,35.208333333333336,11.525,0.1360842844600527,0.9583333333333334,1,0,0,0,46.207930933567454
7032-LMBHI,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,No,0,4,1,0.5138888888888888,0.5,0.5,1,0,52.9861111111111,12.930000000000001,0.18542581211589118,0.48611111111111116,0,0,0,1,22.503609403960592
1150-WFARN,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.75,7156.2,Yes,1,7,1,0.9305555555555556,0.875,1.0,1,1,93.81944444444444,13.59375,0.20873573309920984,0.06944444444444442,0,0,0,0,4.519924885377035
6088-BXMRG,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,3089.6,No,0,5,1,0.4444444444444444,0.625,0.0,0,1,39.30555555555556,16.474999999999998,0.30992098331870055,0.5555555555555556,1,1,1,0,70.75992586089161
3144-AUDBS,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,270.8,Yes,1,2,1,0.08333333333333333,0.25,0.0,0,1,15.416666666666668,16.383333333333333,0.3067017851916886,0.9166666666666666,1,1,0,0,57.933860111208666
4821-SJHJV,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.6,2901.8,No,0,4,1,0.4444444444444444,0.5,0.0,0,0,30.555555555555554,17.919999999999998,0.360667251975417,0.5555555555555556,1,1,0,0,51.52111989074236
7346-MEDWM,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.25,4949.1,No,0,4,1,0.8194444444444444,0.5,0.0,0,1,48.68055555555556,16.65,0.3160667251975417,0.18055555555555558,1,1,1,1,73.35211198907423
1137-DGOWI,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),70.25,2198.9,No,0,5,1,0.4166666666666667,0.625,0.5,1,0,53.333333333333336,11.708333333333334,0.1425226807140767,0.5833333333333333,0,0,0,0,13.804506877377815
5616-PRTNT,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,374.5,Yes,1,1,0,0.2777777777777778,0.125,0.0,0,1,18.47222222222222,9.7,0.0719929762949956,0.7222222222222222,1,1,0,0,50.52433908886938
3812-LRZIR,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.5,761.95,No,0,2,0,0.375,0.25,1.0,0,0,40.625,8.166666666666666,0.018144571261340354,0.625,0,1,0,0,22.772168568920108
4818-QIUFN,Female,1,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1520.9,Yes,1,3,1,0.2777777777777778,0.375,0.0,0,1,25.972222222222218,19.7875,0.426251097453907,0.7222222222222222,1,1,0,1,65.83821090625305
9483-GCPWE,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,No,0,1,0,0.125,0.125,0.5,0,0,18.125,10.05,0.08428446005267783,0.875,0,0,0,0,18.76426690079017
4227-OJHAL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.0,5163.0,No,0,6,1,0.9444444444444444,0.75,0.5,1,1,80.55555555555556,10.428571428571429,0.09757933023955853,0.05555555555555558,0,0,0,0,2.5748010647044897
9220-CXRSC,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),61.4,4059.85,No,0,4,1,0.9583333333333334,0.5,1.0,1,0,78.54166666666666,12.28,0.16259877085162422,0.04166666666666663,0,0,0,0,3.272314896107696
4993-JCRGJ,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,2281.6,No,0,4,1,0.3611111111111111,0.5,0.0,0,1,32.63888888888889,16.86,0.323441615452151,0.6388888888888888,1,0,0,1,52.629402009560046
9537-JALFH,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1356.7,No,0,1,0,0.9583333333333334,0.125,1.0,1,0,67.29166666666666,9.95,0.08077260755048286,0.04166666666666663,0,0,0,0,2.0449224465905753
6698-OXETB,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,231.45,No,0,1,0,0.1527777777777778,0.125,1.0,0,0,29.097222222222225,10.2,0.08955223880597014,0.8472222222222222,0,0,0,1,28.287728026533998
2103-ZRXFN,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.75,50.75,No,0,2,1,0.013888888888888888,0.25,0.0,0,0,7.986111111111111,16.916666666666668,0.3254316652033949,0.9861111111111112,1,0,0,1,59.603697200273146
3724-BSCVH,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,242.4,No,0,1,0,0.1388888888888889,0.125,0.5,0,0,18.61111111111111,10.225,0.09043020193151888,0.8611111111111112,0,0,0,0,18.57867525119501
4877-TSOFF,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,No,0,6,1,0.7638888888888888,0.75,0.5,1,1,74.2361111111111,10.821428571428571,0.1113758936410385,0.23611111111111116,0,0,0,0,6.392860626837801
9209-NWPGU,Male,0,No,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,65.4,2774.55,No,0,4,1,0.6111111111111112,0.5,0.5,0,0,46.38888888888889,13.080000000000002,0.19069359086918355,0.38888888888888884,0,1,0,1,30.63818164081553
6961-VCPMC,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.4,3605.2,Yes,1,2,1,0.6388888888888888,0.25,0.0,0,1,34.86111111111111,26.8,0.6725197541703248,0.36111111111111116,1,1,1,0,72.3100185347771
7306-YDSOI,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.75,4069.9,No,0,4,1,0.9583333333333334,0.5,1.0,1,1,83.54166666666666,11.95,0.15100965759438104,0.04166666666666663,0,0,0,0,3.098478197249048
5288-AHOUP,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.5,874.2,No,0,2,1,0.1527777777777778,0.25,0.0,0,1,17.84722222222222,26.166666666666668,0.6502780216564238,0.8472222222222222,1,1,1,1,91.6986147692908
6688-UZPWD,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,1145.35,Yes,1,5,1,0.1527777777777778,0.625,0.0,0,1,29.097222222222225,17.0,0.32835820895522394,0.8472222222222222,1,1,1,0,76.8698175787728
0655-YDGFJ,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.95,1323.7,No,0,2,1,0.4027777777777778,0.25,0.0,1,0,31.59722222222222,16.316666666666666,0.30436055019022534,0.5972222222222222,1,0,0,1,51.50985269729783
8468-EHYJA,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,5497.05,No,0,5,1,0.7916666666666666,0.625,0.0,0,1,51.45833333333333,16.608333333333334,0.3146034533216272,0.20833333333333337,1,1,0,0,43.88571846649108
6823-SIDFQ,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,No,0,1,0,0.3888888888888889,0.125,0.5,1,0,37.361111111111114,9.125,0.051799824407374906,0.6111111111111112,0,0,0,1,22.99921958833285
1097-FSPVW,Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,No,0,3,1,0.5833333333333334,0.375,0.0,1,0,41.666666666666664,13.6375,0.2102721685689201,0.41666666666666663,1,0,0,1,46.487415861867134
2839-RFSQE,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,Yes,1,1,0,0.027777777777777776,0.125,0.0,0,0,4.722222222222222,10.325,0.09394205443371377,0.9722222222222222,1,0,0,1,55.85357526095015
8328-SKJNO,Male,0,No,Yes,23,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),40.65,947.4,No,0,3,1,0.3194444444444444,0.375,0.5,1,0,42.43055555555555,10.1625,0.08823529411764706,0.6805555555555556,0,0,0,0,14.934640522875819
7010-ZMVBF,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,357.0,No,0,1,0,0.25,0.125,0.0,0,0,12.5,10.225,0.09043020193151888,0.75,1,0,0,0,41.35645302897279
5201-CBWYG,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.8,1476.25,No,0,2,0,0.8611111111111112,0.25,0.5,1,0,57.638888888888886,8.266666666666667,0.021656423763535312,0.13888888888888884,0,0,0,0,3.1026241342308065
0968-GSIKN,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,Yes,1,1,1,0.013888888888888888,0.125,0.0,0,1,9.23611111111111,35.4,0.9745390693590869,0.9861111111111112,1,0,1,1,89.34030826260853
1965-DDBWU,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,Yes,1,4,1,0.2222222222222222,0.5,0.0,1,1,37.77777777777777,17.81,0.3568042142230026,0.7777777777777778,1,0,0,1,55.90761876890059
9057-SIHCH,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,291.9,Yes,1,4,1,0.041666666666666664,0.5,0.0,0,1,21.458333333333336,19.32,0.4098331870061458,0.9583333333333334,1,1,1,1,90.31416447175884
6352-GIGGQ,Male,0,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.8,5903.15,No,0,8,1,0.9305555555555556,1.0,0.5,1,1,87.56944444444444,9.866666666666667,0.07784606379865382,0.06944444444444442,0,0,0,1,12.556579845868695
